COMPOUND,DOSE,ID,DV,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YDESC,MDV,STUDYID,SPECIES,SEX,SUBJECT_GROUP,STUDYID,DOSE_GROUP
Docetaxel,15,5113,12.1,48,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,12.5,120,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,11.5,192,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,12.4,264,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,14,336,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,13.9,432,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,14,552,h,0,0,.,.,0.2126,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,13.5,-48,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,12.8,48,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,11.8,120,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,11.8,192,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,13.4,264,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,16,336,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,.,432,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,1,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,15.1,552,h,0,0,.,.,0.2039,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,13,-48,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,12,48,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,11.3,120,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,11.5,192,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,13.1,264,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,15.2,336,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,14,432,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,14.4,552,h,0,0,.,.,0.219,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,13.4,-48,h,0,0,.,.,0.2188,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,12.6,48,h,0,0,.,.,0.2188,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,11.7,120,h,0,0,.,.,0.2188,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,12.8,-48,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,12.5,72,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,11.9,144,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,12.6,216,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,13.1,288,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,14,360,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,13.4,480,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,13.6,552,h,0,0,.,.,0.2165,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,13.4,-48,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,12.3,72,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,12,144,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,12.3,216,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,13.6,288,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,15.1,360,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,15.7,480,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,13.7,552,h,0,0,.,.,0.1952,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,12.5,-48,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,12.6,72,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,11.5,144,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,11.6,216,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,12.7,288,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,14.4,360,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,14.5,480,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,14.2,552,h,0,0,.,.,0.2124,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,12.6,-48,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,11.5,72,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,10.2,144,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,11,216,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,13,288,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,14.1,360,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,14.7,480,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,13.7,552,h,0,0,.,.,0.2081,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,14.1,-48,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,13.8,24,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,12.6,96,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,13.2,168,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,13,240,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,13.8,312,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,13.8,384,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,15.4,552,h,0,0,.,.,0.1875,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,13.7,-48,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,12.9,24,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,12.9,96,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,13.7,168,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,13.1,240,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,13.7,312,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,14.8,384,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,15.4,552,h,0,0,.,.,0.2062,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,14.3,-48,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,12.9,24,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,13.5,96,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,13.9,168,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,13.5,240,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,13.2,312,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,14.2,384,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,15,552,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,13.2,-48,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,12.4,24,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,12.1,96,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,13.3,168,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,12.8,240,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,13.4,312,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,13.6,384,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,14.9,552,h,0,0,.,.,0.1993,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,14.6,-48,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,13.7,48,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,14.1,120,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,14.1,192,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,13.9,264,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,15.2,336,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,14.5,432,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,15.2,552,h,0,0,.,.,0.1915,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.4,-48,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.6,48,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.1,120,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.2,192,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.2,264,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,13.1,336,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,14,432,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,14.4,552,h,0,0,.,.,0.1873,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,13.6,-48,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,13.8,48,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,12.5,120,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,12.8,192,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,13.4,264,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,14.2,336,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,14.8,432,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,14.8,552,h,0,0,.,.,0.2125,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,13.7,-48,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,13.8,48,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,13.6,120,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,13.9,192,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,13.8,264,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,14.8,336,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,14.8,432,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,15.4,552,h,0,0,.,.,0.1945,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,13.4,-48,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,13.1,72,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,13.1,144,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,14.1,216,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,13.9,288,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,14.2,360,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,15.2,480,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,13.7,552,h,0,0,.,.,0.1838,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,14.8,-48,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,14,72,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,13.7,144,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,14.6,216,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,14.3,288,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,15.2,360,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,15.6,480,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5130,15,552,h,0,0,.,.,0.1912,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,13.8,-48,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,14.2,72,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,14.1,144,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,15.2,216,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,13.9,288,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,14.2,360,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,14.6,480,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5131,14.5,552,h,0,0,.,.,0.2075,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,13.3,-48,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,12.4,72,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,11.7,144,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,14.4,216,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,13.3,288,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,14.7,360,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,14.4,480,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5132,14.3,552,h,0,0,.,.,0.1949,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,14,-48,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,13.3,24,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,13.2,96,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,12.7,168,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,12.6,240,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,14.1,312,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,14.2,384,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5133,15.7,552,h,0,0,.,.,0.1951,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,13.3,-48,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,13.1,24,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,12.7,96,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,12.7,168,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,11.7,240,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,13.3,312,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,14.3,384,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5134,15.4,552,h,0,0,.,.,0.2065,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,14.3,-48,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,14,24,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,14.2,96,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,14.1,168,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,12,240,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,13.4,312,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,14,384,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5135,15.3,552,h,0,0,.,.,0.1865,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,13.4,-48,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,13.1,24,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,12.2,96,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,12.5,168,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,12.1,240,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,13.3,312,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,14.4,384,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5136,15.1,552,h,0,0,.,.,0.1842,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,14.5,-48,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,14,48,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,13.2,120,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,13.5,192,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,12.7,264,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,13.3,336,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,14.9,432,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5137,15.4,552,h,0,0,.,.,0.2002,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,13.8,-48,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,14.1,48,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,12.7,120,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,12.9,192,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,12.6,264,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,14.3,336,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
Docetaxel,10,5138,14.2,432,h,0,0,.,.,0.1856,g/dL,3,Hemoglobin,0,0470-2008,Rat,Male,.,.,.
